wvln_2,T0_A_ag,T0_B_ag,T0_C_ag,Light_T1_A_ag,Light_T1_B_ag,Light_T1_C_ag,Dark_T1_A_ag,Dark_T1_B_ag
250,0.602030949056815,0.574400161346193,0.592475990722549,0.426766187437625,0.447160594786189,0.433277536874846,0.590872122164291,0.573922537479022
251,0.602621504977064,0.5752785858247,0.593344609029515,0.430949718720938,0.450539335338003,0.4376001140755,0.594135080689208,0.577243942847681
252,0.603996504559064,0.576972705615252,0.594806862924657,0.434804457612388,0.453471528457562,0.441676382627492,0.597997233105238,0.581106316123431
253,0.605782070580232,0.579019246842847,0.596543920789456,0.438159150957954,0.455884814611202,0.445346956905726,0.602018208690282,0.585059988389984
254,0.607662489077849,0.581014762702231,0.598305384242207,0.440882487936629,0.457718131092663,0.448479127310971,0.605876720454698,0.588781427250554
255,0.609821558332476,0.583106690602161,0.600333726628924,0.443024315409161,0.458940261883685,0.451085238723623,0.609957865589295,0.592672242840968
256,0.612480734384748,0.585530187247868,0.602907098680212,0.444656353888429,0.459531307523552,0.453185168518427,0.614672133968538,0.59717980860883
257,0.615550174740093,0.588434174225425,0.606012053278435,0.445842052249099,0.459593168564076,0.454754684261451,0.619817184518785,0.602226775357694
258,0.618841843556132,0.59188841788091,0.609513899565441,0.44662210433619,0.459241130539506,0.455757782579158,0.625013923016402,0.607555124162098
259,0.62225814027255,0.595562089790329,0.613111036220099,0.446886232241491,0.458373823550314,0.456217312440198,0.630193917108013,0.612900380219741
260,0.625741551251538,0.598946504081094,0.616438954594643,0.446456391816331,0.456791949380832,0.456175176528452,0.635430092906084,0.618006631606883
261,0.629206843782586,0.602055306939068,0.619537708335385,0.445325299107163,0.454542570292466,0.455552112707825,0.640566049336526,0.622772154753966
262,0.632538335078431,0.605287175777484,0.622738870310815,0.443611861158674,0.451852232995144,0.454172128763678,0.645264603399494,0.627209321339032
263,0.635786646186757,0.60874239563293,0.626175964945288,0.441486677380116,0.448921220444405,0.452186285382085,0.649560481604869,0.631464546632057
264,0.639174249102911,0.612159998660968,0.629732444564882,0.439165903178858,0.44589692705498,0.45010127156929,0.653901256174003,0.635817571553626
265,0.642587440531674,0.615245912795543,0.633132148826781,0.436620623305959,0.442676066748417,0.448017294030298,0.65825491982188,0.6401313332122
266,0.645307008465618,0.617668365510976,0.63583641118217,0.433388146956074,0.438715033080176,0.445296623270156,0.661725469697688,0.64353357853879
267,0.646938296316319,0.619281675380519,0.637548577862113,0.429229236525319,0.433773469423796,0.441547930320213,0.663799846317438,0.645535086175121
268,0.648055708679988,0.620418766345185,0.638644898122581,0.424573022448477,0.42848689225984,0.437186078077379,0.665147460766631,0.646799635283851
269,0.649144795048446,0.621354752756159,0.639486371297635,0.41983093369554,0.423422039112981,0.432636284520128,0.666369600392043,0.647927401551165
270,0.649764667004408,0.621877070974065,0.639993089457361,0.414966012190024,0.418357291095348,0.427901361045447,0.667090743891338,0.648584326406051
271,0.649350923719036,0.621680749358455,0.639950353690617,0.409823279488912,0.412908255411399,0.422861085168162,0.666757481887713,0.648258698786726
272,0.648057277667435,0.620702807551746,0.639061727554432,0.404279416359283,0.406955551493209,0.417340750960639,0.665271032663071,0.646846745545436
273,0.646283100351317,0.61898307951845,0.637066094197677,0.398248300467677,0.4005057886415,0.411190621128242,0.662729124876368,0.644421525310479
274,0.644097301181051,0.616691171976997,0.634391569278346,0.391921676038399,0.393824485588847,0.404735934871669,0.659454803855087,0.641310552137663
275,0.641381085897648,0.614058721423169,0.631819347169997,0.385630559078968,0.387304219308555,0.39853970660968,0.655879576779073,0.637959409332945
276,0.638186702254246,0.611185504621719,0.629337736737005,0.379436753206382,0.380990317282553,0.392590826803911,0.652118827833248,0.634413615790015
277,0.634692452952628,0.60803971306138,0.626246114703842,0.373154164671396,0.374615939448186,0.386375431157556,0.647998478037101,0.6303660466334
278,0.630896921251315,0.604523178719595,0.62230198122133,0.36663425471145,0.367994382483385,0.379673223585222,0.64332530870684,0.62566737536754
279,0.626535078726308,0.600431889350847,0.617849321179709,0.359761885032111,0.361027330242341,0.372640782143257,0.63786755289221,0.620358905999239
280,0.621571673221598,0.595757471426973,0.613140647913357,0.352627796585289,0.35382275073508,0.365521829949204,0.631693445939717,0.614590739210991
281,0.616441750384211,0.590876273443577,0.608188826353689,0.345712959115666,0.346865567095259,0.358688070082571,0.625449256370024,0.608698379174293
282,0.61143484317125,0.586031653952427,0.602992082849918,0.339293793875003,0.340410917059679,0.352298853419857,0.619550178958581,0.602873275044866
283,0.606287122279756,0.580978527278749,0.597601430991072,0.332954829277003,0.333947947091231,0.345882050494753,0.613590297982949,0.596858245397301
284,0.600758692532838,0.575526713768489,0.592108382971201,0.326314466548815,0.327050290151939,0.33904610912305,0.607183295634272,0.590458347369599
285,0.595137768207836,0.570104077299559,0.586726900029985,0.319686502885274,0.320269263340867,0.332241384064087,0.600683960671306,0.584098720903131
286,0.589783615626217,0.565197084667815,0.581638022057329,0.313488496849784,0.314272725541408,0.326029434418313,0.594562217496923,0.578272730978988
287,0.584546312854618,0.560515943479603,0.576571591088635,0.307542646650406,0.308664606662937,0.320123736515921,0.588679098819844,0.572747589097093
288,0.579091218841325,0.555487440014321,0.571118308125042,0.301463115952471,0.302669967079147,0.313942728138916,0.582670213784153,0.56701973333035
289,0.573557366841057,0.550177429339659,0.565545835121842,0.29547586839625,0.296508814579874,0.307753460197364,0.576637984465081,0.561132601484929
290,0.568365148900177,0.545044939228893,0.560524209228222,0.290175296677035,0.291007208982076,0.302333086804359,0.570968635910403,0.555468413685694
291,0.563492884250711,0.540163391109221,0.5560143606543,0.28557693488957,0.286309143755287,0.297741726269999,0.565665812599969,0.550134324000985
292,0.558494069926828,0.535234066615051,0.551300992793752,0.281144154578532,0.281899796660476,0.293349547337376,0.560363183646087,0.544966441561906
293,0.553212804880843,0.530175855161673,0.54611905572557,0.276653228676408,0.277511364392132,0.288882599438788,0.554912784226991,0.539832276451028
294,0.547914907036631,0.525224294805433,0.540860404653494,0.272338075601602,0.273250631152185,0.284589591231847,0.549482598772852,0.534650285787554
295,0.542795663208396,0.520483913739846,0.535807529170937,0.268393304865179,0.269252603775426,0.280665132227618,0.544224736022735,0.529405623086666
296,0.537817978092148,0.515727073619011,0.530898340015664,0.264840820156191,0.265642084494171,0.277089030252635,0.539187418782251,0.524201777617758
297,0.532864352550292,0.510742012377095,0.52600714415449,0.261638229365616,0.262462919557833,0.27379681458793,0.534323101548927,0.519099506122759
298,0.527643003212424,0.505500181981248,0.520943113194746,0.258597059937792,0.25949930870147,0.270659144186713,0.529299745587505,0.513974569414397
299,0.521926578850276,0.500034477572557,0.515547796778626,0.255546066375171,0.256526322791738,0.26755826577547,0.523831700065788,0.508701653454765
300,0.516004282603773,0.494518069956365,0.509918124936338,0.252567550432545,0.253550192134082,0.264514927505203,0.518160786351899,0.503363833007676
301,0.510269130809819,0.489136080215713,0.504218428489337,0.249809388882275,0.25065431718678,0.261596819346148,0.512653694304191,0.498089799497863
302,0.50467634254067,0.483802883098749,0.498530847228624,0.247329198724518,0.247962823173488,0.258905001405267,0.507386114609859,0.49288473046611
303,0.498994942407304,0.478330048160397,0.492897785925843,0.245134400551366,0.245607459984336,0.256542821012777,0.502294505633154,0.487704306434246
304,0.493215497638345,0.472798974869878,0.487346872070532,0.243109651994003,0.243519862112824,0.254417772694847,0.497286303004319,0.482596312022198
305,0.487479156441182,0.46746729285059,0.481886642332565,0.241056890178791,0.241493316346304,0.252301624140169,0.492245684647229,0.477663833945714
306,0.481726016948242,0.462205949056815,0.47636952089776,0.238845626471839,0.239352227134194,0.250027010503703,0.487015938517308,0.472738005513661
307,0.475692829981427,0.456490748551993,0.470490744322764,0.236424894695339,0.236961797311195,0.247500096736109,0.481405506501376,0.467380023518987
308,0.469434629071136,0.450315620344156,0.464305220984135,0.233936077167983,0.234409585682383,0.244856721577122,0.47555220771465,0.461617181511334
309,0.463517480622972,0.44450606738929,0.458439356162814,0.231823598123923,0.232131071663273,0.242592673869632,0.470109517477679,0.456219001869811
310,0.458156871870035,0.439449582469959,0.453147692452281,0.230200230302759,0.23027506493768,0.240850130143883,0.465311850701515,0.451533627536978
311,0.452690144733603,0.434397843384278,0.447756087068406,0.228391514354763,0.228294623195865,0.238925705788897,0.460364916914677,0.446829448029717
312,0.446574993485645,0.428698968535434,0.441707797419499,0.225860401013225,0.225738861909642,0.236258263104567,0.454619411217078,0.441460670117479
313,0.44012144981002,0.422598557465148,0.43532571658708,0.222944720838685,0.222832752322943,0.233214410672873,0.448444857538992,0.435616647733447
314,0.433780521032916,0.416513678722728,0.429069848249905,0.220109954830943,0.219919956576339,0.230294024713912,0.44237658008548,0.429667803854192
315,0.42775922014724,0.410723721031126,0.423109085013314,0.217480065366421,0.217165656831882,0.227625955965898,0.436640902350914,0.423981318941126
316,0.422131711257804,0.40539924640068,0.417473838671709,0.215032627232652,0.214635867470742,0.225174674873011,0.431304729517331,0.41884212352928
317,0.41650484639531,0.400138184129428,0.411834561492985,0.212451292746761,0.212035458067086,0.22256111695406,0.425936498748238,0.413824006949361
318,0.410308514182013,0.394309480281054,0.405728862746537,0.209318733922889,0.208930352106335,0.219289247181186,0.419917774559287,0.408201549268948
319,0.403846340191993,0.38818981554387,0.399421209578196,0.205926561566381,0.205541021478216,0.215686190602609,0.413581151957752,0.402196562260064
320,0.398051751513795,0.38271110779834,0.393699269023697,0.203072285694466,0.202554759837991,0.212671909225984,0.407942792083063,0.396720593175054
321,0.39290485781557,0.37783440651883,0.388494870816532,0.200658383783929,0.199905782204122,0.210182384947526,0.402934215465103,0.391762372573116
322,0.387324828170691,0.372442328495155,0.382791910651838,0.197599276424176,0.196694789615341,0.207062828282575,0.397281883710085,0.386285800982792
323,0.380965931424735,0.366220283793327,0.376335555873705,0.193620805733849,0.192713138545056,0.203004001464342,0.390659096409407,0.38000631066795
324,0.374806018390208,0.36028893112041,0.370227566959207,0.189888752060686,0.188985627220121,0.199205005210231,0.384421256703887,0.373984641093781
325,0.369467903757972,0.355335885408937,0.365130277764998,0.18711134391103,0.186143389380832,0.196401057084294,0.379360482983284,0.368878870886348
326,0.364437932017275,0.35069344149388,0.360357224773882,0.184579906641903,0.183603257600752,0.19387762966099,0.374539046989639,0.364083731923292
327,0.359150520592539,0.34566585680503,0.355201372121999,0.181574189616237,0.180741040496767,0.190888329874466,0.369062726884916,0.358963327256372
328,0.353509767481931,0.340247119246347,0.349663627984515,0.178162882857079,0.177488082794424,0.187411722258274,0.363211707959453,0.353510621472846
